Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Margin,Operating Profit,Sales Method
Walmart,H&M,1823805,22/3/2021,South,Louisiana,New Orleans,Hannah fancy ballerina SG,25.41,1,25.41,28.41%,7.22,Online
Foot Locker,H&M,1473407,22/3/2021,Southeast,Florida,Miami,Hannah fancy ballerina SG,11.85,5,59.24,26.44%,15.66,In-store
Sports Direct,H&M,4355683,22/3/2021,West,California,Los Angeles,Hannah fancy ballerina SG,9.47,3,28.42,45.69%,12.99,Online
Sports Direct,H&M,9334946,22/3/2021,West,California,Los Angeles,Hannah fancy ballerina SG,11.85,1,11.85,36.42%,4.31,Outlet
Foot Locker,H&M,1817179,22/3/2021,South,Georgia,Atlanta,Hannah fancy ballerina SG,9.47,1,9.47,30.42%,2.88,Outlet
Walmart,H&M,5943291,23/4/2021,West,Washington,Seattle,Hannah fancy ballerina SG,11.85,1,11.85,45.20%,5.36,Outlet
Sports Direct,H&M,5637669,23/4/2021,Northeast,New York,New York City,Hannah fancy ballerina SG,9.71,1,9.71,26.12%,2.54,In-store
Walmart,H&M,3794133,23/4/2021,South,Louisiana,New Orleans,Hannah fancy ballerina SG,11.85,4,47.39,25.95%,12.3,Outlet
Sports Direct,H&M,7642742,23/4/2021,Midwest,Michigan,Detroit,Hannah fancy ballerina SG,11.85,1,11.85,47.29%,5.6,Outlet
West Gear,H&M,1896901,23/4/2021,Midwest,Illinois,Chicago,Hannah fancy ballerina SG,11.85,1,11.85,26.59%,3.15,Online
Sports Direct,H&M,9671812,23/4/2021,Northeast,New York,New York City,Francine fancy espandril SG,25.41,1,25.41,42.70%,10.85,Outlet
Foot Locker,H&M,5260801,24/5/2021,South,Texas,Houston,Francine fancy espandril SG,11.85,1,11.85,25.59%,3.03,Online
West Gear,H&M,6334012,24/5/2021,South,Texas,Houston,Francine fancy espandril SG,10.15,2,20.31,47.80%,9.71,Online
West Gear,H&M,7802561,24/5/2021,Northeast,New York,New York City,Francine fancy espandril SG,8.12,2,16.24,35.19%,5.71,In-store
West Gear,H&M,8853710,24/5/2021,West,Washington,Seattle,Francine fancy espandril SG,10.15,1,10.15,40.21%,4.08,Online
Walmart,H&M,5383746,24/5/2021,Midwest,Michigan,Detroit,Francine fancy espandril SG,14.56,1,14.56,26.59%,3.87,Outlet
Foot Locker,H&M,5914313,24/5/2021,West,Nevada,Las Vegas,Francine fancy espandril SG,16.93,2,33.86,25.31%,8.57,Outlet
Sports Direct,H&M,4766175,23/6/2021,West,California,Los Angeles,Francine fancy espandril SG,14.39,1,14.39,26.35%,3.79,Outlet
Foot Locker,H&M,4105962,23/6/2021,Northeast,Massachusetts,Boston,Francine fancy espandril SG,16.93,1,16.93,27.10%,4.59,In-store
Foot Locker,H&M,7464707,23/6/2021,Southeast,Florida,Miami,Francine fancy espandril SG,15.8,1,15.8,48.88%,7.72,Online
Sports Direct,H&M,6757459,23/6/2021,Southeast,Florida,Miami,Francine fancy espandril SG,13.54,1,13.54,39.00%,5.28,In-store
Sports Direct,H&M,3781296,23/6/2021,Northeast,Pennsylvania,Philadelphia,Francine fancy espandril SG,16.93,1,16.93,40.92%,6.93,In-store
West Gear,H&M,6009657,23/6/2021,Midwest,Illinois,Chicago,Francine fancy espandril SG,14.39,1,14.39,45.59%,6.56,Outlet
Sports Direct,H&M,9702485,22/7/2021,Northeast,Massachusetts,Boston,Francine fancy espandril SG,16.93,1,16.93,40.77%,6.9,Outlet
Walmart,H&M,5343508,22/7/2021,West,California,Los Angeles,Francine fancy espandril SG,13.54,1,13.54,42.90%,5.81,Outlet
Walmart,H&M,6646321,22/7/2021,West,Nevada,Las Vegas,Francine fancy espandril SG,16.93,2,33.86,37.98%,12.86,Online
West Gear,H&M,5606525,22/7/2021,West,Washington,Seattle,Francine fancy espandril SG,16.93,1,16.93,27.75%,4.7,In-store
Walmart,H&M,3234435,22/7/2021,Midwest,Michigan,Detroit,Francine fancy espandril SG,16.93,1,16.93,47.53%,8.05,In-store
Foot Locker,H&M,1701057,22/7/2021,Midwest,Michigan,Detroit,Francine fancy espandril SG,16.93,5,84.66,32.75%,27.72,In-store
Sports Direct,H&M,1179947,23/8/2021,Southeast,Alabama,Birmingham,Francine fancy espandril SG,16.93,1,16.93,44.82%,7.59,Online
Walmart,H&M,5270453,23/8/2021,Midwest,Ohio,Cleveland,Francine fancy espandril SG,16.93,1,16.93,44.22%,7.49,Online
Sports Direct,H&M,5197709,23/8/2021,South,Texas,Houston,Francine fancy espandril SG,16.93,1,16.93,30.35%,5.14,Online
West Gear,H&M,5599506,23/8/2021,West,Nevada,Las Vegas,Francine fancy espandril SG,15.24,1,15.24,31.20%,4.75,In-store
West Gear,H&M,1453767,23/8/2021,Midwest,Michigan,Detroit,Francine fancy espandril SG,16.93,1,16.93,38.38%,6.5,Online
Walmart,H&M,5946611,23/8/2021,Midwest,Ohio,Cleveland,Francine fancy espandril SG,13.54,1,13.54,44.48%,6.02,Online
West Gear,H&M,8314114,24/9/2021,West,Nevada,Las Vegas,Chloe fluff sandal SG,21.78,1,21.78,44.16%,9.62,Online
Foot Locker,H&M,2289264,24/9/2021,Northeast,Massachusetts,Boston,Chloe fluff sandal SG,4.07,1,4.07,36.23%,1.47,In-store
West Gear,H&M,4789004,24/9/2021,West,California,Los Angeles,Chloe fluff sandal SG,11.85,1,11.85,32.90%,3.9,Online
Walmart,H&M,8994755,24/9/2021,West,Nevada,Las Vegas,Chloe fluff sandal SG,11.85,1,11.85,42.00%,4.98,Online
Walmart,H&M,7456346,24/9/2021,South,Georgia,Atlanta,Chloe fluff sandal SG,15.24,1,15.24,35.55%,5.42,In-store
West Gear,H&M,1345481,24/9/2021,South,Georgia,Atlanta,Chloe fluff sandal SG,23.71,1,23.71,39.90%,9.46,In-store
West Gear,H&M,8495711,23/10/2021,South,Texas,Houston,Chloe fluff sandal SG,23.71,1,23.71,38.40%,9.11,In-store
Foot Locker,H&M,9286041,23/10/2021,Northeast,New York,New York City,Chloe fluff sandal SG,23.13,2,46.25,44.17%,20.43,Online
Walmart,H&M,8505587,23/10/2021,Midwest,Illinois,Chicago,Chloe fluff sandal SG,23.71,1,23.71,33.66%,7.98,Outlet
Walmart,H&M,7544565,23/10/2021,Southeast,Alabama,Birmingham,Chloe fluff sandal SG,21.36,1,21.36,42.77%,9.13,Outlet
West Gear,H&M,8514791,23/10/2021,South,Texas,Houston,Chloe fluff sandal SG,13.54,1,13.54,43.64%,5.91,Outlet
Sports Direct,H&M,2813213,23/10/2021,Northeast,Massachusetts,Boston,Chloe fluff sandal SG,20.32,1,20.32,34.24%,6.96,Online
Sports Direct,H&M,1837291,23/11/2021,Northeast,New York,New York City,Chloe fluff sandal SG,16.25,1,16.25,35.26%,5.73,In-store
Walmart,H&M,1037432,23/11/2021,South,Georgia,Atlanta,Chloe fluff sandal SG,19.31,1,19.31,35.01%,6.76,Online
Sports Direct,H&M,7865643,23/11/2021,South,Louisiana,New Orleans,Chloe fluff sandal SG,23.71,1,23.71,42.57%,10.09,Outlet
Foot Locker,H&M,7754950,23/11/2021,Northeast,New York,New York City,Chloe fluff sandal SG,23.71,1,23.71,31.58%,7.49,Online
Foot Locker,H&M,1916671,23/11/2021,Northeast,Massachusetts,Boston,Chloe fluff sandal SG,23.71,1,23.71,38.55%,9.14,Online
West Gear,H&M,9598296,23/11/2021,South,Texas,Houston,Chloe fluff sandal SG,20.15,1,20.15,36.27%,7.31,Outlet
Foot Locker,H&M,3168093,22/12/2021,South,Georgia,Atlanta,Chloe fluff sandal SG,30.49,1,30.49,28.04%,8.55,In-store
West Gear,H&M,9363069,22/12/2021,Midwest,Illinois,Chicago,Lana fancy sandal BG,16.25,1,16.25,45.37%,7.37,In-store
Sports Direct,H&M,1732707,22/12/2021,Northeast,Massachusetts,Boston,Caleb sock runner,50.83,2,101.66,28.82%,29.3,Outlet
Foot Locker,H&M,7438835,22/12/2021,West,Nevada,Las Vegas,Caleb sock runner,50.83,1,50.83,48.90%,24.85,Online
Sports Direct,H&M,7902558,22/12/2021,West,Washington,Seattle,Caleb sock runner,50.83,1,50.83,30.60%,15.56,Online
West Gear,H&M,6329033,22/12/2021,South,Georgia,Atlanta,Caleb sock runner,42.36,1,42.36,37.77%,16,Outlet
Foot Locker,H&M,3244644,26/1/2021,Northeast,Pennsylvania,Philadelphia,Caleb sock runner,42.36,1,42.36,33.60%,14.23,In-store
Sports Direct,H&M,5064663,26/1/2021,Southeast,Florida,Miami,Caleb sock runner,42.36,2,84.71,29.71%,25.17,In-store
Sports Direct,H&M,8723523,26/1/2021,Southeast,Tennessee,Nashville,Caleb sock runner,42.36,1,42.36,35.84%,15.18,In-store
Walmart,H&M,9667079,26/1/2021,Northeast,New York,New York City,Caleb sock runner,84.73,1,84.73,48.11%,40.76,In-store
Foot Locker,H&M,2666265,26/1/2021,Southeast,Florida,Miami,Caleb sock runner,84.73,1,84.73,38.54%,32.66,Outlet
Foot Locker,H&M,2605940,26/1/2021,Northeast,Pennsylvania,Philadelphia,Caleb sock runner,50.83,1,50.83,34.80%,17.69,Online
Sports Direct,H&M,5345742,26/2/2021,West,Nevada,Las Vegas,Lafonda LS,30.49,1,30.49,36.41%,11.1,Online
Walmart,H&M,7209088,26/2/2021,Southeast,Florida,Miami,Lafonda LS,30.49,1,30.49,31.65%,9.65,Outlet
Foot Locker,H&M,1647737,26/2/2021,Southeast,Tennessee,Nashville,Lafonda LS,30.49,1,30.49,25.40%,7.74,Online
Walmart,H&M,8512245,26/2/2021,West,Washington,Seattle,Lafonda LS,30.49,1,30.49,32.60%,9.94,In-store
West Gear,H&M,1865711,26/2/2021,South,Texas,Houston,Lafonda LS,30.49,1,30.49,32.56%,9.93,Online
Sports Direct,H&M,3203962,26/2/2021,West,Nevada,Las Vegas,Lafonda LS,30.49,1,30.49,27.84%,8.49,Outlet
Walmart,H&M,2247717,25/3/2021,South,Louisiana,New Orleans,Lafonda LS,30.49,1,30.49,33.43%,10.19,In-store
West Gear,H&M,8302599,25/3/2021,Northeast,Massachusetts,Boston,Lafonda LS,30.49,1,30.49,49.64%,15.14,In-store
West Gear,H&M,8779999,25/3/2021,Southeast,Tennessee,Nashville,Lafonda LS,30.49,2,60.98,30.98%,18.89,Outlet
West Gear,H&M,7508747,25/3/2021,Midwest,Michigan,Detroit,Lafonda LS,30.49,1,30.49,44.66%,13.62,In-store
West Gear,H&M,5227656,25/3/2021,Southeast,Florida,Miami,Lafonda LS,30.49,1,30.49,35.66%,10.87,Outlet
Foot Locker,H&M,4544228,25/3/2021,Midwest,Illinois,Chicago,Lafonda LS,30.49,1,30.49,47.13%,14.37,Outlet
Walmart,H&M,4118589,26/4/2021,South,Louisiana,New Orleans,Lafonda LS,24.39,1,24.39,25.75%,6.28,Outlet
West Gear,H&M,3924008,26/4/2021,South,Texas,Houston,Lafonda LS,24.39,1,24.39,42.66%,10.4,Outlet
Walmart,H&M,3043716,26/4/2021,South,Louisiana,New Orleans,Lafonda LS,28.97,1,28.97,47.30%,13.7,In-store
Foot Locker,H&M,5750047,26/4/2021,Southeast,Tennessee,Nashville,Lafonda LS,27.44,1,27.44,35.65%,9.78,Outlet
Walmart,H&M,6658786,26/4/2021,Southeast,Florida,Miami,Lafonda LS,30.49,1,30.49,25.97%,7.92,In-store
Foot Locker,H&M,4137860,26/4/2021,West,Washington,Seattle,Lafonda LS,9.47,1,9.47,43.75%,4.15,Outlet
Foot Locker,H&M,6711709,27/5/2021,Northeast,Pennsylvania,Philadelphia,Lafonda LS,10.66,2,21.32,32.35%,6.9,In-store
Sports Direct,H&M,8110779,27/5/2021,West,Nevada,Las Vegas,Lafonda LS,11.85,1,11.85,34.82%,4.12,In-store
Foot Locker,H&M,9925441,27/5/2021,Southeast,Tennessee,Nashville,Lafonda LS,11.85,1,11.85,44.96%,5.33,Outlet
Foot Locker,H&M,7597126,27/5/2021,South,Texas,Houston,Lafonda LS,11.85,1,11.85,48.64%,5.76,In-store
West Gear,H&M,9090671,27/5/2021,Northeast,New York,New York City,Lafonda LS,9.47,1,9.47,43.35%,4.11,In-store
Sports Direct,H&M,9611286,27/5/2021,South,Georgia,Atlanta,Lafonda LS,11.85,2,23.69,29.01%,6.87,Outlet
West Gear,H&M,6633658,26/6/2021,Southeast,Florida,Miami,Lafonda LS,16.93,2,33.86,42.09%,14.25,In-store
West Gear,H&M,1436519,26/6/2021,Midwest,Ohio,Cleveland,Lafonda LS,16.93,1,16.93,26.59%,4.5,In-store
Walmart,H&M,1449719,26/6/2021,South,Georgia,Atlanta,Lafonda LS,16.93,2,33.86,43.52%,14.74,In-store
Walmart,H&M,9350665,26/6/2021,Southeast,Florida,Miami,Lafonda LS,16.93,1,16.93,29.71%,5.03,In-store
West Gear,H&M,3526048,26/6/2021,South,Texas,Houston,Lafonda LS,16.93,1,16.93,38.81%,6.57,Online
Foot Locker,H&M,6248427,26/6/2021,South,Louisiana,New Orleans,Lafonda LS,30.49,1,30.49,28.23%,8.61,Outlet
Foot Locker,H&M,6106777,25/7/2021,Northeast,New York,New York City,Lafonda LS,30.49,1,30.49,34.00%,10.37,Outlet
West Gear,H&M,6965252,25/7/2021,Southeast,Alabama,Birmingham,Lafonda LS,30.49,1,30.49,32.69%,9.97,In-store
Walmart,H&M,1284339,25/7/2021,South,Georgia,Atlanta,Lafonda LS,30.49,2,60.98,36.02%,21.97,Outlet
Walmart,H&M,3312498,25/7/2021,Northeast,New York,New York City,Lafonda LS,30.49,1,30.49,45.62%,13.91,Outlet
Walmart,H&M,5493464,25/7/2021,Northeast,Pennsylvania,Philadelphia,Lafonda LS,25.92,3,77.75,33.39%,25.96,Online
Walmart,H&M,1726314,25/7/2021,South,Louisiana,New Orleans,Lafonda LS,30.49,1,30.49,41.37%,12.61,Outlet
Foot Locker,H&M,4249074,26/8/2021,West,Nevada,Las Vegas,Lafonda LS,23.49,1,23.49,43.94%,10.32,Outlet
West Gear,H&M,6151196,26/8/2021,South,Louisiana,New Orleans,Lafonda LS,30.49,1,30.49,39.86%,12.15,In-store
Walmart,H&M,2326256,26/8/2021,Northeast,Pennsylvania,Philadelphia,Lafonda LS,30.49,2,60.98,35.33%,21.55,Online
West Gear,H&M,3628555,26/8/2021,Northeast,Massachusetts,Boston,Lafonda LS,30.49,4,121.97,38.14%,46.51,Outlet
Sports Direct,H&M,7920098,26/8/2021,South,Louisiana,New Orleans,Lafonda LS,30.49,1,30.49,25.82%,7.87,Outlet
Sports Direct,H&M,4405082,26/8/2021,West,Washington,Seattle,Lafonda LS,30.49,1,30.49,47.37%,14.44,In-store
Foot Locker,H&M,9016284,27/9/2021,Southeast,Alabama,Birmingham,Lafonda LS,30.49,1,30.49,26.52%,8.09,In-store
Sports Direct,H&M,9286472,27/9/2021,Southeast,Florida,Miami,Lafonda LS,30.49,1,30.49,37.87%,11.55,Outlet
Sports Direct,H&M,7246899,27/9/2021,Northeast,Pennsylvania,Philadelphia,Lafonda LS,27.14,1,27.14,46.01%,12.49,Outlet
West Gear,H&M,8270766,27/9/2021,Northeast,Pennsylvania,Philadelphia,Lafonda LS,30.49,1,30.49,46.12%,14.06,Online
West Gear,H&M,1546493,27/9/2021,Midwest,Ohio,Cleveland,Lafonda LS,30.49,1,30.49,43.65%,13.31,Online
West Gear,H&M,3484911,27/9/2021,Northeast,Pennsylvania,Philadelphia,Lafonda LS,30.49,2,60.98,37.03%,22.58,Outlet
West Gear,H&M,9669949,26/10/2021,Southeast,Florida,Miami,Lafonda LS,30.49,1,30.49,39.23%,11.96,Outlet
Walmart,H&M,3238509,26/10/2021,Midwest,Ohio,Cleveland,Lafonda LS,30.49,1,30.49,33.81%,10.31,Outlet
Foot Locker,H&M,4079940,26/10/2021,Midwest,Michigan,Detroit,Lafonda LS,30.49,1,30.49,44.67%,13.62,In-store
Foot Locker,H&M,2917269,26/10/2021,South,Louisiana,New Orleans,Lafonda LS,30.49,1,30.49,41.49%,12.65,In-store
West Gear,H&M,1552929,26/10/2021,Northeast,New York,New York City,Lafonda LS,27.44,1,27.44,41.60%,11.41,In-store
Sports Direct,H&M,1584937,26/10/2021,South,Louisiana,New Orleans,Lafonda LS,30.49,2,60.98,34.96%,21.32,Online
West Gear,H&M,1661363,26/11/2021,West,California,Los Angeles,Lafonda LS,30.49,1,30.49,49.86%,15.2,Online
Foot Locker,H&M,8919695,26/11/2021,Midwest,Ohio,Cleveland,Lafonda LS,18.63,1,18.63,42.49%,7.91,In-store
Foot Locker,H&M,4662585,26/11/2021,Southeast,Florida,Miami,Lafonda LS,18.63,1,18.63,27.87%,5.19,Online
West Gear,H&M,4691176,26/11/2021,West,California,Los Angeles,Lafonda LS,18.63,1,18.63,32.40%,6.04,Online
Walmart,H&M,9217205,26/11/2021,South,Texas,Houston,Shaftless fancy 5p OL,5.07,1,5.07,44.69%,2.26,Outlet
Foot Locker,H&M,9486840,26/11/2021,South,Georgia,Atlanta,Shaftless fancy 5p OL,6.76,1,6.76,37.55%,2.54,Outlet
West Gear,H&M,7948098,25/12/2021,Northeast,New York,New York City,Shaftless fancy 5p OL,6.08,1,6.08,46.08%,2.8,Outlet
Foot Locker,H&M,7273489,25/12/2021,Northeast,Massachusetts,Boston,Shaftless fancy 5p OL,6.76,2,13.53,44.60%,6.03,Outlet
Walmart,H&M,7657706,25/12/2021,South,Georgia,Atlanta,Shaftless fancy 5p OL,5.9,2,11.8,42.32%,4.99,Outlet
Foot Locker,H&M,8469841,25/12/2021,West,Nevada,Las Vegas,Shaftless fancy 5p OL,5.75,1,5.75,30.77%,1.77,Outlet
Walmart,H&M,8586878,25/12/2021,Midwest,Ohio,Cleveland,James strap sandal PQ,67.78,1,67.78,31.53%,21.37,Outlet
Sports Direct,H&M,8460425,25/12/2021,South,Georgia,Atlanta,James strap sandal PQ,67.78,1,67.78,28.03%,19,Online
Foot Locker,H&M,6155771,13/1/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,66.85,1,66.85,37.16%,24.84,In-store
West Gear,H&M,3720460,13/1/2021,Northeast,Pennsylvania,Philadelphia,James strap sandal PQ,59.46,1,59.46,29.03%,17.26,Outlet
Walmart,H&M,9042450,13/1/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,64.59,1,64.59,40.57%,26.2,Online
Walmart,H&M,6082574,13/1/2021,Southeast,Alabama,Birmingham,James strap sandal PQ,58.73,1,58.73,27.75%,16.3,Online
Walmart,H&M,2365589,13/1/2021,Southeast,Florida,Miami,James strap sandal PQ,61,1,61,30.90%,18.85,Outlet
West Gear,H&M,4311383,13/1/2021,Northeast,New York,New York City,James strap sandal PQ,67.78,1,67.78,42.16%,28.58,In-store
West Gear,H&M,4502537,13/2/2021,Northeast,Massachusetts,Boston,James strap sandal PQ,63.2,1,63.2,40.23%,25.43,In-store
West Gear,H&M,2810257,13/2/2021,Northeast,Massachusetts,Boston,James strap sandal PQ,67.78,1,67.78,36.09%,24.46,In-store
Foot Locker,H&M,5353784,13/2/2021,Southeast,Florida,Miami,James strap sandal PQ,67.78,1,67.78,25.59%,17.34,In-store
West Gear,H&M,7786973,13/2/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,67.78,1,67.78,29.07%,19.7,Outlet
Sports Direct,H&M,2512710,13/2/2021,Southeast,Alabama,Birmingham,James strap sandal PQ,64.54,1,64.54,28.83%,18.61,In-store
Walmart,H&M,9577476,13/2/2021,Midwest,Ohio,Cleveland,James strap sandal PQ,67.78,1,67.78,30.16%,20.44,In-store
West Gear,H&M,7914426,12/3/2021,South,Louisiana,New Orleans,James strap sandal PQ,67.78,1,67.78,46.95%,31.83,Online
Foot Locker,H&M,5686302,12/3/2021,South,Georgia,Atlanta,James strap sandal PQ,67.78,1,67.78,38.93%,26.39,Online
Foot Locker,H&M,7840757,12/3/2021,Northeast,Pennsylvania,Philadelphia,James strap sandal PQ,61,1,61,30.21%,18.43,Outlet
Walmart,H&M,2691463,12/3/2021,South,Georgia,Atlanta,James strap sandal PQ,48.8,1,48.8,47.93%,23.39,In-store
Foot Locker,H&M,8196435,12/3/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,33.88,1,33.88,48.91%,16.57,In-store
Sports Direct,H&M,5823499,12/3/2021,Northeast,New York,New York City,James strap sandal PQ,67.78,1,67.78,43.70%,29.62,Outlet
Foot Locker,H&M,5781526,13/4/2021,Midwest,Illinois,Chicago,James strap sandal PQ,61,1,61,43.72%,26.67,Outlet
West Gear,H&M,2767098,13/4/2021,South,Georgia,Atlanta,James strap sandal PQ,64.59,1,64.59,47.22%,30.5,Outlet
Walmart,H&M,2725297,13/4/2021,Northeast,Massachusetts,Boston,James strap sandal PQ,67.78,1,67.78,33.41%,22.64,Outlet
Sports Direct,H&M,6108736,13/4/2021,West,Nevada,Las Vegas,James strap sandal PQ,67.78,1,67.78,25.06%,16.99,Outlet
Sports Direct,H&M,3622328,13/4/2021,West,Washington,Seattle,James strap sandal PQ,67.78,1,67.78,47.81%,32.41,In-store
Sports Direct,H&M,4872660,13/4/2021,South,Georgia,Atlanta,James strap sandal PQ,54.22,1,54.22,43.79%,23.74,In-store
Walmart,H&M,8408372,14/5/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,67.78,1,67.78,40.47%,27.43,In-store
Walmart,H&M,8122785,14/5/2021,Northeast,Pennsylvania,Philadelphia,James strap sandal PQ,67.78,1,67.78,25.10%,17.01,Outlet
West Gear,H&M,5397629,14/5/2021,West,California,Los Angeles,James strap sandal PQ,67.78,2,135.56,41.39%,56.11,In-store
West Gear,H&M,4561909,14/5/2021,West,Nevada,Las Vegas,James strap sandal PQ,67.78,1,67.78,49.75%,33.72,Outlet
Walmart,H&M,6598302,14/5/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,67.78,1,67.78,25.12%,17.03,Outlet
Foot Locker,H&M,4362166,14/5/2021,South,Louisiana,New Orleans,James strap sandal PQ,61,1,61,42.51%,25.93,Online
Foot Locker,H&M,7228544,13/6/2021,South,Georgia,Atlanta,James strap sandal PQ,67.78,1,67.78,40.57%,27.5,Outlet
West Gear,H&M,2635775,13/6/2021,Midwest,Ohio,Cleveland,James strap sandal PQ,66.55,2,133.1,37.78%,50.28,Outlet
West Gear,H&M,9194310,13/6/2021,South,Georgia,Atlanta,James strap sandal PQ,67.78,1,67.78,28.80%,19.52,In-store
Walmart,H&M,1285597,13/6/2021,South,Texas,Houston,James strap sandal PQ,67.78,1,67.78,49.71%,33.69,In-store
Walmart,H&M,4053410,13/6/2021,Northeast,Massachusetts,Boston,James strap sandal PQ,67.78,1,67.78,41.68%,28.25,In-store
Walmart,H&M,5424929,13/6/2021,Northeast,Massachusetts,Boston,James strap sandal PQ,67.78,1,67.78,48.49%,32.87,In-store
Foot Locker,H&M,1113359,12/7/2021,West,Washington,Seattle,James strap sandal PQ,64.75,1,64.75,26.23%,16.98,In-store
Sports Direct,H&M,5423773,12/7/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,61,1,61,33.16%,20.23,Online
Walmart,H&M,8037367,12/7/2021,West,California,Los Angeles,James strap sandal PQ,41.17,1,41.17,45.67%,18.8,In-store
Walmart,H&M,8678263,12/7/2021,South,Louisiana,New Orleans,James strap sandal PQ,54.22,2,108.44,28.56%,30.97,Outlet
Foot Locker,H&M,5688643,12/7/2021,Midwest,Illinois,Chicago,James strap sandal PQ,61,1,61,33.03%,20.15,Outlet
West Gear,H&M,9782602,12/7/2021,Northeast,Pennsylvania,Philadelphia,James strap sandal PQ,67.78,1,67.78,31.97%,21.67,Online
West Gear,H&M,9625036,13/8/2021,Southeast,Florida,Miami,James strap sandal PQ,67.78,2,135.56,49.30%,66.83,In-store
Foot Locker,H&M,2630758,13/8/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,54.22,1,54.22,47.63%,25.82,Online
Walmart,H&M,2669981,13/8/2021,South,Louisiana,New Orleans,James strap sandal PQ,67.78,1,67.78,42.30%,28.67,Online
Foot Locker,H&M,5607096,13/8/2021,Northeast,Massachusetts,Boston,James strap sandal PQ,50.83,1,50.83,26.48%,13.46,Outlet
Sports Direct,H&M,3187024,13/8/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,67.78,2,135.56,39.02%,52.9,In-store
Walmart,H&M,9331221,13/8/2021,Southeast,Tennessee,Nashville,James strap sandal PQ,67.78,1,67.78,47.06%,31.9,Outlet
Sports Direct,H&M,8821276,14/9/2021,West,California,Los Angeles,James strap sandal PQ,67.78,2,135.56,40.17%,54.46,In-store
Foot Locker,H&M,3564231,14/9/2021,Northeast,Massachusetts,Boston,James strap sandal PQ,67.78,1,67.78,33.47%,22.69,In-store
Foot Locker,H&M,6465473,14/9/2021,Midwest,Michigan,Detroit,James strap sandal PQ,67.78,1,67.78,45.65%,30.94,In-store
Foot Locker,H&M,6339924,14/9/2021,West,Washington,Seattle,Toivo slipper,12.19,1,12.19,32.97%,4.02,Online
Walmart,H&M,8401833,14/9/2021,Southeast,Tennessee,Nashville,Toivo slipper,20.32,1,20.32,36.72%,7.46,Outlet
Foot Locker,H&M,7985098,14/9/2021,West,California,Los Angeles,Toivo slipper,16.27,1,16.27,41.77%,6.8,Outlet
Sports Direct,H&M,2198774,13/10/2021,South,Louisiana,New Orleans,Toivo slipper,16.32,1,16.32,25.09%,4.1,Online
Sports Direct,H&M,9491878,13/10/2021,Midwest,Ohio,Cleveland,Toivo slipper,20.32,1,20.32,30.31%,6.16,Outlet
Walmart,H&M,4514477,13/10/2021,Southeast,Alabama,Birmingham,Toivo slipper,16.93,1,16.93,49.21%,8.33,Outlet
Foot Locker,H&M,3381941,13/10/2021,Midwest,Ohio,Cleveland,Toivo slipper,16.93,1,16.93,32.63%,5.53,Outlet
Walmart,H&M,9835162,13/10/2021,Southeast,Florida,Miami,Toivo slipper,16.93,1,16.93,31.67%,5.36,Online
West Gear,H&M,8026226,13/10/2021,Southeast,Tennessee,Nashville,Toivo slipper,16.93,1,16.93,28.70%,4.86,In-store
Sports Direct,H&M,5496446,13/11/2021,Midwest,Michigan,Detroit,Toivo slipper,16.93,1,16.93,36.71%,6.22,Outlet
Foot Locker,H&M,9859264,13/11/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,42.36,1,42.36,46.34%,19.63,Online
Foot Locker,H&M,9862710,13/11/2021,Northeast,Massachusetts,Boston,Johanna pile sneakerboot SG,42.36,2,84.71,37.54%,31.8,Online
Foot Locker,H&M,6781670,13/11/2021,Midwest,Ohio,Cleveland,Johanna pile sneakerboot SG,42.36,1,42.36,45.27%,19.18,Outlet
Walmart,H&M,1150610,13/11/2021,Northeast,Pennsylvania,Philadelphia,Johanna pile sneakerboot SG,42.36,2,84.71,49.07%,41.57,In-store
Walmart,H&M,2025103,13/11/2021,Southeast,Tennessee,Nashville,Johanna pile sneakerboot SG,33.88,1,33.88,42.63%,14.44,Outlet
Sports Direct,H&M,4950971,12/12/2021,South,Texas,Houston,Johanna pile sneakerboot SG,38.12,2,76.24,47.71%,36.37,Online
West Gear,H&M,2539417,12/12/2021,South,Texas,Houston,Johanna pile sneakerboot SG,42.36,1,42.36,40.83%,17.29,In-store
Walmart,H&M,8954492,12/12/2021,South,Georgia,Atlanta,Johanna pile sneakerboot SG,42.36,1,42.36,44.44%,18.82,In-store
Sports Direct,H&M,5496768,12/12/2021,Midwest,Ohio,Cleveland,Johanna pile sneakerboot SG,42.36,1,42.36,30.63%,12.97,Online
Walmart,H&M,1579878,12/12/2021,Southeast,Alabama,Birmingham,Johanna pile sneakerboot SG,42.36,1,42.36,30.58%,12.95,Outlet
West Gear,H&M,6562340,12/12/2021,Northeast,New York,New York City,Johanna pile sneakerboot SG,33.88,1,33.88,30.83%,10.45,Outlet
